mode,samples_ms,median_ms,p95_ms,p99_ms
4-writer-aggregate,"[2.678074, 1.741842, 1.670945, 1.652824, 1.596564, 1.594333, 2.395648, 2.243084, 2.018315, 1.855704, 2.403398, 2.464185, 2.628861, 2.794204, 2.900379, 2.330333, 2.46963, 2.65025, 3.792222, 2.670769, 2.372778, 2.426806, 2.042222, 2.106037, 2.34513, 2.040444, 2.822722, 2.327417, 2.933805, 2.780195, 2.378547, 3.241185, 2.226204, 1.836361, 2.19075, 2.371269, 1.96362, 2.793972, 2.578176, 2.076398, 1.756047, 2.190203, 2.921879, 2.774787, 2.256972, 5.247371, 2.14887, 1.667333, 1.835916, 1.767176, 2.253223, 1.826565, 2.167343, 2.033954, 3.226527, 2.819241, 2.332268, 1.858426, 2.4215, 2.642454, 2.547972, 2.974657, 2.076194, 3.41375, 2.384981, 2.779602, 2.591065, 2.542093, 2.826, 2.124546, 2.114324, 2.10425, 2.351537, 9.111324, 2.878482, 3.370519, 1.956, 1.807685, 2.227472, 3.561925, 2.301444, 1.985537, 1.902676, 2.131277, 2.373926, 49.405731, 2.036731, 9.623528, 2.5245, 1.911407, 1.640186, 1.622555, 1.760658, 1.626629, 1.671426, 1.848759, 5.66425, 1.708417, 1.663981, 1.653009]",2.3144305000000003,3.8649794500000008,10.02135003
